,danceable_ML,not_danceable_ML,female,male,voice,instrumental,tonal,atonal,spectral_complexity.mean
1204,0.99878794,0.0012571096,0.51927745,0.48241863,0.21263956,0.7454807,0.87374294,0.3194253,6.257540702819824
1205,0.92270076,0.06537278,0.14821692,0.8524254,0.93280673,0.05115971,0.9988512,0.0044017294,9.544469833374023
1206,0.9999994,2.7425053e-06,0.14137797,0.8593724,0.7470206,0.20854248,0.9989498,0.0045151147,9.58545970916748
1207,0.9996351,0.0001636821,0.86886203,0.13527906,0.94589174,0.05692362,0.9947467,0.03702267,14.1740140914917
1208,0.99850816,0.0011946844,0.20309938,0.7978156,0.90089357,0.079029426,0.9339435,0.0950923,10.04408359527588
1209,0.9999115,0.00026486415,0.1703862,0.8303242,0.8452631,0.1399224,0.9993729,0.005054866,10.800463676452637
1210,0.9999997,1.4605034e-06,0.4269611,0.5744467,0.70930195,0.22878325,0.9916917,0.015819244,12.570765495300291
1211,0.72065866,0.25052118,0.087331794,0.9134117,0.9943604,0.0062078466,0.9830676,0.053992875,12.317865371704102
1212,0.9840359,0.012883754,0.06495589,0.9350656,0.95612985,0.043952722,0.9998911,0.00045136327,14.671306610107422
1213,0.9979951,0.001723593,0.22266074,0.77833885,0.8203592,0.1715399,0.8013181,0.19524242,13.85924243927002
1214,0.9999994,1.389485e-06,0.04631282,0.9535633,0.9158055,0.082546644,0.9995378,0.0018888445,9.368136405944824
1215,0.6307633,0.35189,0.11539698,0.8833846,0.8520057,0.14184265,0.7895686,0.25970942,15.24980640411377
1216,0.9550409,0.034276184,0.3406677,0.6607506,0.82367015,0.16300076,0.8373467,0.18642637,13.571538925170898
1217,0.9999111,0.00021663673,0.34185448,0.6596795,0.76562357,0.2212544,0.99469185,0.02204229,8.98221206665039
1218,0.99974936,0.0003023358,0.16142057,0.83908606,0.86759305,0.11062197,0.9978462,0.010322156,9.659706115722656
1219,0.7327225,0.2643491,0.8401035,0.16045038,0.7514017,0.24563749,0.9953983,0.014431042,8.142304420471191
1220,0.9674281,0.05912984,0.54913795,0.452085,0.08540354,0.87194455,0.99950236,0.0010110093,6.567672252655029
1221,0.9999966,5.2278933e-06,0.15409869,0.84755343,0.7204261,0.2629034,0.99992067,0.00028737233,10.916473388671877
1222,0.9931347,0.004430426,0.4330666,0.5695424,0.75410575,0.2150153,0.9901375,0.026044413,18.384376525878903
1223,0.8837326,0.10548016,0.16235624,0.83721083,0.9232726,0.06482846,0.87481076,0.26246858,8.282289505004883
1224,0.99993473,6.340054e-05,0.2570255,0.74284524,0.79048043,0.1882354,0.9983789,0.007979828,10.2846097946167
1225,0.9999775,4.4291035e-05,0.18911794,0.813951,0.75234216,0.23894273,0.99998504,0.00018926662,11.87006950378418
1226,0.61895096,0.32016546,0.28444812,0.7155693,0.9110584,0.07327564,0.7820132,0.5185379,9.53596305847168
1227,0.9999636,4.168139e-05,0.051457837,0.9480155,0.9895075,0.014659403,0.97568953,0.074989624,11.151585578918455
1228,0.9999973,1.5541193e-05,0.17203641,0.8299082,0.9217092,0.07458624,0.9999161,0.0006230631,10.616395950317385
1229,0.9999991,4.510462e-06,0.4324665,0.5698166,0.99653435,0.0030035754,0.9993882,0.0016133407,14.7293119430542
1230,0.9999988,6.0069915e-06,0.25087285,0.7506293,0.97618884,0.026211355,0.9985566,0.010093753,9.979891777038574
1231,0.9992347,0.0001732792,0.21183604,0.79125625,0.96850413,0.03374439,0.99993896,0.00078637747,13.889404296875
1232,0.79983854,0.19654056,0.34140843,0.660406,0.7335634,0.2711146,0.9821808,0.030796126,7.330239772796631
1233,0.999994,1.3164229e-05,0.23645318,0.7647767,0.7487703,0.23551519,0.9999588,0.00041404963,10.783449172973633
1234,0.9402658,0.052689303,0.09495341,0.9057482,0.9876439,0.016558772,0.99108416,0.019894382,13.048724174499512
